seed,draw,R2Y,Q2,r_pcorr,top_overlap
119,matched,0.6572237767020315,0.35091377583068484,0.9720144595223136,6
119,random,0.6544532001407023,0.28407800558870877,0.9716203314592532,8
120,matched,0.6768210611806642,0.3638419851017386,0.9639009702241553,8
120,random,0.6740237842594647,0.39644663370145083,0.9663089866094381,7
121,matched,0.6968952642941142,0.37366834887868794,0.9561212249793962,5
121,random,0.6714812807349211,0.3029213360870019,0.9603268896523025,6
122,matched,0.6920527215250267,0.37299531602277325,0.9725081396013026,8
122,random,0.6954724000312622,0.45114246177863426,0.9575769692123153,6
123,matched,0.6865931215231766,0.43131826674977847,0.9833576773372285,8
123,random,0.7216085965263765,0.4254145749245387,0.931282181005149,7
124,matched,0.7309702518880599,0.44744592935005023,0.949416967906715,6
124,random,0.6421662642536521,0.407520397242947,0.9642632742821242,6
125,matched,0.7006569802983278,0.43299178678452965,0.9743816759010683,8
125,random,0.6737244825162348,0.2169926690353976,0.9815983810557412,7
126,matched,0.6587352589847528,0.4633178902146261,0.9789006846241097,6
126,random,0.6461692614093802,0.3628275998956694,0.9696415311426451,8
127,matched,0.6598895420841109,0.4313269140321597,0.9761246521799445,9
127,random,0.6668046105193628,0.30569296227967446,0.9666223306595731,8
128,matched,0.7119904078952215,0.34947680629749034,0.9360769977723198,5
128,random,0.6526973877910499,0.30163696427294917,0.9619564419130309,7
129,matched,0.6769745961837393,0.3875428962949711,0.9480150796824128,7
129,random,0.6642891928550129,0.3737771434528535,0.9656015144962425,5
130,matched,0.6737018966109246,0.37184302120210755,0.9597189695550353,5
130,random,0.6965762954262147,0.33128238819693157,0.9500469200075075,6
131,matched,0.6850165825317933,0.4731222940500227,0.9747080759532923,6
131,random,0.6704922335243717,0.3768762267743979,0.9765399962463996,9
132,matched,0.6774369838058802,0.3008162715156507,0.9691511150641786,6
132,random,0.691738720758464,0.3383087448617438,0.9487249997960002,5
133,matched,0.6744121849591032,0.43399152054863677,0.9621979779516768,6
133,random,0.6567671218232738,0.19905731527688142,0.9756946201111395,8
134,matched,0.6983032344179455,0.4161089239739897,0.9316485650637706,5
134,random,0.657721244593354,0.3644332792574283,0.9737810998049762,7
135,matched,0.6735248078577425,0.38969762430077926,0.9440786950525913,7
135,random,0.6919793492517947,0.41013891563552063,0.9217610914817748,6
136,matched,0.6587497178157453,0.3898861934169473,0.9718463634954183,7
136,random,0.6405191744166179,0.29016671303537167,0.9502623440419752,7
137,matched,0.7156397149128771,0.38696045993492023,0.9487861998057923,6
137,random,0.7003013438941739,0.1595536941272877,0.9679418028706887,8
138,matched,0.728161358710445,0.3977847035873684,0.9399595263935244,6
138,random,0.669409771044831,0.22875035524017606,0.9535475605676099,7
139,matched,0.6824626999566399,0.34260743680538197,0.9689218190274912,9
139,random,0.6717844402815811,0.3171543927017828,0.9789325086292016,9
140,matched,0.6906172396742427,0.39328888277009055,0.9569535451125675,7
140,random,0.6807224382747636,0.4190717859098412,0.9792735966837756,8
141,matched,0.6948176120694409,0.34449170758334924,0.9622803939648633,7
